id;nombre;id_area;descripcion;salidas
150;Farmacia;49;Proporcionan conocimiento profundo sobre medicamentos, tecnología farmacéutica y efectos en el ser humano.;Farmacéuticos se ocupan de la regencia de farmacias, producción y control de calidad de productos farmacéuticos, investigación y análisis de agua potable. Pueden trabajar en oficinas de farmacia, hospitales, laboratorios, industria farmacéutica, óptica, ortopedia, dermofarmacia, radiofarmacia, empresas alimentarias e industriales.
151;Fisioterapia;50;La Fisioterapia es el estudio de técnicas terapéuticas físicas para tratar lesiones y enfermedades. Se enfoca en la rehabilitación del individuo mediante masajes, medios físicos o naturales. Los fisioterapeutas colaboran con otros profesionales de la salud para mejorar la calidad de vida. Su principal elemento diferenciador es la terapia manual, que permite identificar y solucionar problemas del aparato locomotor.;Los fisioterapeutas actuarán en tres niveles: prevención, curación y recuperación. Tendrán presencia en colegios, gimnasios, centros de salud, hospitales, residencias de la tercera edad, gabinetes privados, asociaciones y grupos de autoayuda, centros de día, centros de enseñanza, balnearios y empresas.
152;Logopedia;51;El título de Logopedia capacita a estudiantes para ejercer profesionalmente la logopedia. La formación se estructura en cinco bloques: bases científicas, trastornos de comunicación y habla, evaluación, intervención y habilidades profesionales.;Logopedas asisten a centros educativos y hospitalarios, evaluando y tratando alteraciones del lenguaje y comunicación. Trabajan en equipo con otros profesionales para coordinar el tratamiento.
153;Biomedicina;52;Los profesionales en Bio medicina deben tener conocimiento multidisciplinar sobre mecanismos moleculares, bioquímicos y fisiopatológicos de enfermedades humanas. Se busca formar a los estudiantes con sólido conocimiento en ciencias básicas y vida, así como principios de farmacología general y molecular.;Profesionales de Biomedicina pueden trabajar en docencia, investigación básica y aplicada, servicios científicos y regulación de ensayos clínicos.
154;Medicina;52;La Medicina es la ciencia que se enfoca en el diagnóstico, tratamiento y prevención de enfermedades. Los médicos trabajan en la promoción de la salud y la asistencia al enfermo en centros públicos y privados.;Los médicos pueden prestar asesoramiento sobre métodos preventivos, participar en leyes y reglamentos de salud pública, dirigir centros médicos y asesorar a deportistas. Pueden trabajar en clínicas, hospitales, servicios de rehabilitación y ONGs.
155;Nutricion Humana y Dietetica;53;Formar profesionales que apliquen principios de nutrición a la alimentación individual y grupal, planifiquen menús y dietas especiales y supervisen servicios de comidas.;Los dietistas-nutricionistas se ocupan del asesoramiento y gestión de la alimentación humana, investigación sobre alimentos y su impacto en el cuerpo humano. Pueden trabajar en hospitales, clínicas, residencias, escuelas, laboratorios de control de calidad de alimentos y empresas del sector alimentario.
156;Odontologia;54;Formar profesionales en prevención, diagnóstico, tratamiento y rehabilitación de enfermedades bucodentales.;Un odontólogo puede trabajar en clínicas, hospitales o empresa privada, y también ejercer por cuenta propia. Se ocupa de prevención, diagnóstico y tratamiento de enfermedades bucodentales como limpieza, empaste, extracción de dientes y construcción de implantes dentales.
157;Optica y Optometria;55;Los estudios de Óptica y Optometría evalúan las capacidades visuales mediante pruebas adecuadas y mejoran el rendimiento visual con ayudas ópticas y entrenamiento.;Graduado en óptica optometría, puede trabajar en centros de óptica, estudios y laboratorios. Está capacitado para evaluar capacidades visuales, medir rendimiento visual y prevenir problemas visuales.
158;Podologia;56;La Podología estudia el pie, su estructura y funcionamiento. Los podólogos previenen, atienden y rehabilitan problemas de salud en los pies. Tienen autonomía para recibir pacientes y colaborar con médicos. Se especializan en quiropodia (tratamiento de rozaduras), ortopedia (correcciones con prótesis) y cirugía.;Podólogos se ocupan de prevención y tratamiento de enfermedades del pie sin necesidad de médico, pueden trabajar en centros sanitarios o como profesionales autónomos.
159;Psicologia;57;El Grado en Psicología forma profesionales especialistas en el análisis de la conducta humana. Los psicólogos aplican sus conocimientos para ayudar a personas con alteraciones psíquicas y entender las dinámicas del comportamiento humano. Se preparan para enfrentar problemas sociales y culturales en la sociedad del siglo XXI.;Los psicólogos evalúan y tratan comportamientos, características y habilidades. Trabajan en centros de salud mental, hospitales, escuelas, empresas y organismos públicos. También pueden trabajar en investigación, docencia y dirección de programas.
160;Terapia Ocupacional;58;El terapeuta ocupacional ayuda a los pacientes a recuperarse mediante actividades físicas y mentales. Trabaja en equipo con otros profesionales para diseñar un plan de tratamiento que mejora la actividad y ocupación de las personas.;Los graduados pueden trabajar en centros de atención psiquiátrica, educación especial y más. Realizan rehabilitación terapéutica y evaluaciones para enfermos o incapacitados.
161;Veterinaria;59;El veterinario es un profesional competente en producción y control sanitario de alimentos de origen animal, así como en la vigilancia y cuidado sanitario de poblaciones de animales. Colabora con la medicina humana y participa en el control del medio ambiente para garantizar los equilibrios biológicos de la naturaleza.;Profesionales que mejoran el rendimiento animal, vigilan productos alimenticios y prestan asistencia veterinaria en industrias, explotaciones ganaderas y sanidad pública.
162;Arquitectura;60;El título de grado en Arquitectura otorga los créditos ECTS necesarios para ejercer la profesión sin un máster en Arquitectura.;Arquitectos pueden trabajar en proyectos de edificación, urbanismo, gestión urbana, consultorías técnicas y asesoramiento. Se desempeñan en estudios de arquitectura, empresas inmobiliarias, promotoras, constructoras y administraciones públicas.
163;Fundamentos de Arquitectura y Urbanismo;60;Los Grados en Fundamentos de la Arquitectura y Urbanismo deben verificar sus planes de estudio con la Orden EDU/ /, que establece requisitos para la verificación de títulos universitarios. Los egresados deben realizar un Máster en Arquitectura (60 ECTS) para obtener atribuciones profesionales como Arquitecto.;El grado en Arquitectura tiene un requisito adicional de superar un máster para obtener el título.
164;Arquitectura Tecnica y Edificacion;60;Formar profesionales de Arquitectura Técnica con conocimientos en construcción, dibujo técnico, topografía y más. Ofrece formación científica y técnica actualizada y respetuosa con el medio ambiente.;Ingeniero de la Edificación: lleva a cabo proyectos arquitectónicos, gestiona economía y seguridad en obras, dirige ejecución y controla calidad de materiales.
165;Arquitectura Naval;61;La Arquitectura Naval se enfoca en el diseño y construcción de buques, incluyendo la investigación aplicada, desarrollo técnico y administración de astilleros. Forma profesionales capaces de diseñar y calcular estructuras navales, espacios habitables y servicios en buques.;El grado en Ingeniería Naval ofrece preparación para trabajar en Administración, empresas privadas y docencia. Los graduados son valorados en campos como construcción naval, inspección marítima y energías alternativas.
166;Ingenieria Maritima;61;El título de Graduado/a en Ingeniería Marítima forma profesionales para diseñar, construir y mantener buques y plataformas marítimas, incluyendo sistemas mecánicos, eléctricos y de control. También capacita para operar y mantener sistemas a bordo de buques.;Título de grado en Ingeniería Marítima permite funciones en ámbito marítimo y otras industrias. Da acceso a títulos de Máster Universitario y ejercicio de la profesión de Ingeniero Técnico Naval.
167;Ingenieria Geomatica;63;La Geomática es una ciencia que integra la gestión de información geográfica. Combina tecnologías como Cartografía, Sistemas de Información Geográfica y Teledetección para diseñar y desarrollar proyectos geomáticos en campos como medición, representación y visualización de la información territorial.;Los graduados en Ingeniería Geomática pueden ejercer como ingenieros técnicos en topografía y trabajar en cartografía, fotogrametría, teledetección, topografía, sistemas de información geográfica, construcción, minería, medio ambiente y docencia.
168;Ingenieria de las Tecnologias de la Informacion Geoespacial;63;El Grado forma profesionales en TIC que tratan y analizan información geoespacial mediante herramientas SIG y diseño de soluciones web. Los objetivos incluyen diseñar bases de datos espaciales, programar SIG, crear servicios en infraestructuras de datos espaciales y aplicar análisis de imágenes de teledetección.;Especialistas en cartografía y análisis geográfico, incluyendo diseñadores UX, desarrolladores FrontEnd, analistas de tendencias y especialistas en teledetección. También se mencionan roles como administrador de bases de datos espaciales, ingeniero DevOps y desarrollador de soluciones Cloud.
169;Gestion y Operaciones del Transporte Aereo;64;El título ofrece tres itinerarios para la gestión y operación del transporte aéreo. Los graduados desarrollarán capacidades en planificación, dirección de proyectos y explotación de actividades relacionadas con el sector aeronáutico.;Formación general y específica para controladores de tráfico aéreo, operadores de aeronaves y gestores de compañías aéreas. Licencias otorgadas por la autoridad aeronáutica para trabajar en el espacio aéreo europeo.
170;Ingenieria en Tecnologias Aeroespaciales;64;El Grado en Ingeniería en Tecnologías Aeroespaciales busca la excelencia en la formación de ingenieros aeroespaciales con una sólida base físicomatemática y fundamentos en tecnologías aeroespaciales complejas.;Grado en Ing. Aeroespacial sin atribuciones iniciales, pero con acceso directo a un Máster Universitario en Ingeniería Aeronáutica y ejercicio de la profesión con atribuciones posteriores.
171;Ingenieria Agricola;65;Se estudia cómo mejorar cultivos y rendimiento ganadero mediante sistemas de riego óptimos y prevención de plagas con insecticidas, herbicidas y otros métodos.;El título permite actuar en producción vegetal, animal y diseño de espacios verdes. Se puede aplicar a proyectos de construcción e infraestructuras agrícolas y ganaderas. Da acceso al ejercicio de la profesión de Ingeniero Técnico Agrícola.
172;Ingenieria Agroambiental;65;El graduado en Ingeniería Agroambiental trabaja en ciencia y tecnología para valorar, mejorar y gestionar la calidad ambiental en agricultura, ganadería, agroindustrias y medio rural. Evalúa impacto ambiental y propone medidas de corrección.;El Grado en Ingeniería Agroambiental ofrece acceso al Máster en Ingeniería Agronómica, abarcando campos como biotecnología, industria agroalimentaria, agua, zonas áridas y política agraria. Los graduados pueden desarrollar funciones como directores de industrias agrícolas, técnicos de I+D, asesores agrarios y analistas de componentes químicos.
173;Ingenieria Alimentaria;65;La Ingeniería Alimentaria mejora la calidad y diversidad de los productos alimenticios. Los profesionales en este campo diseñan y ejecutan procesos de producción para garantizar alimentos sanos, seguros y saludables.;Los titulados en alimentación trabajan en industrias, laboratorios y organizaciones, realizando estudios sobre composición y obtención de alimentos. Pueden ser especialistas en nutrición, técnicos de sanidad o responsables de control de calidad.
174;Ingenieria Forestal;65;El título de Grado de Ingeniero Forestal forma profesionales expertos en evaluación y gestión sostenible de áreas forestales. Los titulados serán competentes en materias como hidráulica, construcción y maquinaria. Se ofrecen dos intensificaciones: Explotaciones forestales y Industrias forestales.;Estudio del aprovechamiento forestal, evaluación de impacto ambiental, repoblación y tratamientos selvícolas. Actividad profesional en explotaciones forestales e industrias relacionadas.
175;Ingenieria del Medio Natural © Comunidad de Madrid. Edicion:;65;Formar profesionales con formación científica y tecnológica para desarrollar tecnologías medioambientales y ecológicas en gestión, conservación y protección del Medio Natural.;Capacitados en planificación, dirección y ejecución de estudios ambientales. Integración en equipos multidisciplinares para proyectos de medidas correctoras y vigilancia ambiental.
176;Ingenieria Ambiental;66;El Grado en Ingeniería Ambiental busca comprender la interacción del ser humano con el medio ambiente. Los graduados deben diseñar tratamientos para mitigar los cambios ambientales y transformar productos o procesos sostenibles, equilibrando las necesidades materiales de la sociedad con el respeto al Medio Ambiente.;Prevenir daños ambientales, proteger el entorno y mejorar la calidad ambiental, diseñar instalaciones eficientes y proponer tecnologías limpias para minimizar emisiones y reciclar recursos.
177;Ingenieria Quimica;66;Formar profesionales que apliquen el método científico e ingeniería para resolver problemas complejos en diseño de productos y procesos, considerando calidad, seguridad, economía y conservación del medio ambiente.;Los ingenieros químicos trabajan en diversas industrias, aplicando conocimientos para solucionar problemas eficientemente. Trabajan en proyectos de gestión, mejora de técnicas y resolución de problemas ambientales. Son profesionales versátiles y adaptados a un mercado laboral que pide esta clase de perfil.
178;Ingenieria Biomedica;67;El grado combina la ingeniería y las necesidades médicas para desarrollar herramientas y habilidades que permitan mejorar o crear nuevos procesos y servicios industriales y socio-sanitarios. Los estudiantes aprenderán a aplicar sus conocimientos a problemas reales, diseñar productos sanitarios y tecnologías, y gestionar recursos técnicos en hospitales.;Profesional que diseña, construye y pone en marcha equipos médicos, incluyendo instrumental y programación. Participa en la venta y marketing de equipos biomédicos, entrena personal médico y técnico, mantiene y repara equipos y verifica normas de seguridad.
179;Ingenieria Civil en Construcciones Civiles;68;Profesionales que organizan obras civiles, procedimientos y maquinaria. Formación en tecnologías de construcción, hidrología y servicios urbanos. Comprensión de condicionamientos técnicos y legales. Capacitación para métodos eficaces y respeto al medio ambiente.;Ingenieros civiles que se ocupan de obras, transporte, peritajes y mantenimiento. Trabajan en ingeniería, construcción, prefabricados y administraciones públicas.
180;Ingenieria Civil y Territorial;68;Este título forma ingenieros técnicos especializados en obras públicas, capaces de concebir, proyectar y ejecutar grandes infraestructuras. Sus objetivos incluyen formar profesionales con habilidades laborales en ingeniería civil y preparación para un máster en ingeniería de Caminos, Canales y Puertos.;Investigan, diseñan y supervisan construcciones de puentes, carreteras, vías férreas y sistemas de defensa contra inundaciones. También planifican transporte, gestionan recursos y asesoran urbanísticamente.
181;Transporte y Logistica;69;Los estudios de Transporte y Logística buscan mejorar conocimientos tecnológicos para optimizar soluciones de transporte.;Graduados en transporte y logística para empresas de pasajeros y mercancías terrestre-marítimo-aéreo y operadores logísticos.
182;Ingenieria en Diseno Industrial y Desarrollo de Producto;70;La formación de Grado en Diseño Industrial forma profesionales capaces de diseñar productos innovadores y competitivos desde el punto de vista funcional, estructural y estético. Se enfoca en la gestión del proceso de vida de un producto, aplicando métodos y teorías para crear valor añadido y satisfacer las necesidades de los consumidores.;Ingenieros industriales diseñan productos y resuelven problemas en departamentos de diseño, investigación y desarrollo de empresas de construcción, mecánica, metalurgia, automoción e informática.
183;Ingenieria en Organizacion Industrial;70;Un Ingeniero de Organización analiza y resuelve problemas para optimizar los procesos de una empresa, identificando prioridades estratégicas, recursos y beneficios. Formado en técnica y gestión, tiene una visión global de la empresa.;Egresados en Ingeniería de Organización/Industrial trabajan en puestos de responsabilidad en empresas, como directores, gestores de procesos y proyectos, o responsables de áreas como producción, mantenimiento, calidad, logística e I+D. También se desempeñan en consultoría, marketing y dirección comercial en el sector servicios.
184;Ingenieria Electrica;70;El grado se enfoca en aplicar la energía eléctrica para mejorar procesos industriales, aumentar producción y simplificar trabajos. Los objetivos incluyen diseñar y analizar sistemas físicos y realizar proyectos de ingeniería, con énfasis en el cálculo y diseño de máquinas eléctricas e instalaciones.;Técnicos de energía eléctrica - Diseño, generación y distribución de energía eléctrica. Centrales eléctricas, industria química, metalúrgica, etc.
185;Ingenieria en Electronica y Automatica Industrial;70;La titulación se centra en la tecnología punta y la creación de ingenieros mecánicos que mejoren producción, productividad y trabajo humano. Se aplican conocimientos a sistemas para mejorar procesos industriales y otros ámbitos como medicina, agricultura y energía.;Profesionales que controlan y programan robots, sistemas de procesos y métodos de optimización. Trabajan en consultorías, empresas eléctricas, informáticas y mecánicas.
186;Ingenieria Mecanica;70;Los titulados en Ingeniería Mecánica redactan y desarrollan proyectos técnicos en fabricación, construcción y mantenimiento de maquinaria e instalaciones industriales. Dirigen actividades de producción, operación y mantenimiento, y gestionan industrias relacionadas con la ingeniería mecánica.;Diseñan piezas para máquinas, estudian materiales y comportamiento, realizan análisis cinemáticos y dinámicos, calculan instalaciones industriales en sectores como mecánico, metalúrgico y químico.
187;Ingenieria en Industria Conectada;70;Profesional con experiencia en tecnología, capaz de aportar valor en áreas técnicas y de gestión. Conocimientos en matemáticas, física, programación, termodinámica y otras disciplinas relacionadas con la Industria conectada.;Profesionales en automatización industrial, análisis de datos, visión artificial, ciberseguridad, sistemas inteligentes y IoT.
188;Ingenieria en Sistemas Industriales;70;El título de Grado en Ingeniería en Sistemas Industriales es un grado generalista que abarca áreas como Mecánica, Electrónica y Automática, Automoción, Robótica, Energía y Organización Industrial.;Capacitado para trabajar en administración pública o sector privado. Desarrollo de productos, mejora de procesos, cálculo e instalaciones, innovación, dirección y planificación.
189;Ingenieria en Tecnologias Industriales;70;El Grado en Ingeniería en Tecnologías Industriales forma ingenieros polivalentes y generalistas para departamentos de I+D empresarial, puestos de responsabilidad y docencia. Se enfoca en el impacto ambiental, desarrollo sostenible y trabajo responsable en entornos industriales.;"Graduado en Ingeniería en Tecnologías Industriales puede ser responsable de proyectos, productos o operaciones; consultor, asesor, director general o técnico en organizaciones; y también puede trabajar en planificación estratégica, calidad, producción y gestión medioambiental."
190;Ingenieria de la Energia;71;La educación superior en ciencia e ingeniería energética es crucial para un uso sostenible de la energía. Los objetivos son formar profesionales en ingeniería energética y capacitar a desarrollar tecnologías eficientes y sostenibles, incluyendo energías renovables como solar, eólica y nuclear.;Ingeniero de la Energía con buenas perspectivas laborales en sectores informático, químico y energético. Puede trabajar en empresas, administraciones o crear su propia empresa.
191;Ingenieria de los Recursos Energeticos, Combustibles y Explosivos;71;El título de Ingeniero Técnico de Minas en Recursos Energéticos, Combustibles y Explosivos forma a profesionales capaces de diseñar e implementar sistemas de producción, almacenamiento y transporte de combustible, así como evaluar la seguridad y planificar proyectos en el sector energético.;Investigación minera, gestión energética, espacio subterráneo, conservación ambiental y proyectos de excavación.
192;Ingenieria en Tecnologia Minera Estos;71;Un ingeniero minero explora y extrae recursos naturales para la industria. Investiga métodos de extracción y transporte de minerales para crear sistemas más seguros y rentables. Estudia tecnología, diseño e instalaciones para aprovechar materia prima de manera óptima.;Investigación, valoración de recursos minerales, gestión energética y espacio subterráneo. Actividad en industria extractiva, siderurgia, metalurgia, construcción, química y reciclaje.
193;Ingenieria Geologica;71;Estudios que combinan geología e ingeniería para formar profesionales en obras públicas, valoración de recursos minerales y hidrogeológicos, considerando aspectos medioambientales. Capacitan para actividades como prospección de recursos naturales, diseño de sondeos petroleros y cimentaciones especiales.;Ingenieros Geólogos analizan terrenos, estudian recursos naturales y abastecimiento de agua. Pueden ser jefes de tratamientos hidrológicos o asesores ambientales en explotaciones mineras, petrolíferas o urbanísticas.
194;Ingenieria Matematica;72;La Ingeniería Matemática aplica métodos matemáticos avanzados a problemas en ingeniería, ciencia, tecnología y empresa. Se distingue por su enfoque analítico y soluciones generales. Requiere una sólida base en matemáticas para proporcionar rigor y disciplina formal.;La sociedad española necesita técnicas matemáticas para competir en un entorno eficiente, especialmente en Madrid donde se encuentran importantes empresas. La Ingeniería Matemática ofrece salidas profesionales como consultoría, banca y finanzas.
195;Ingenieria en Matematica Aplicada al Analisis de Datos;72;Titulación para estudiantes interesados en matemáticas, informática y tecnología. Desarrolla habilidades analíticas, de planificación y liderazgo para resolver problemas y proyectos prácticos.;Un data scientist analiza grandes cantidades de datos, utilizando técnicas matemáticas y estadísticas, para tomar decisiones informadas en empresas tecnológicas, no tecnológicas o startups.
196;Matematica Computacional;72;El Grado en Matemática Aplicada y Computación forma profesionales que aplican matemáticas en áreas como la ciencia, ingeniería y economía. Los estudiantes se preparan para diseñar y usar algoritmos y métodos numéricos para resolver problemas reales y desarrollar software.;La SIAM identifica perfiles como instituciones académicas, sector aeroespacial, químico y farmacéutico, servicios de comunicación, desarrollo de software, energía, electrónica y computadores, investigación en ingeniería, finanzas e inmobiliarias, seguro y dispositivos médicos.
197;Ingenieria de Materiales;73;Formar ingenieros en materiales con preparación técnica interdisciplinar para desempeñar actividades relacionadas con los materiales en sectores productivos.;La Ingeniería de Materiales abarca producción, maquinaria y fabricación. Los profesionales pueden especializarse en materiales para máquinas, síntesis de materiales, construcción o reciclado. Se concentran en industrias como mecánica, eléctrica, química y metalúrgica.
198;Ingenieria Electronica de Comunicaciones;74;La titulación se enfoca en Tecnologías de la Información y las Comunicaciones (TIC), combinando formación profesional con aspectos científicos. Los objetivos incluyen el desarrollo de proyectos para redes, servicios y aplicaciones de telecomunicación, así como la adquisición de conocimientos sobre materiales electrónicos para el diseño y desarrollo de sistemas en el sector de las telecomunicaciones.;El grado de Ingeniería de Telecomunicación ofrece acceso a la profesión regulada de Ingeniero Técnico en Telecomunicación, con aplicaciones en sectores como electrónica, telecomunicación, automoción y sector sanitario.
199;Ingenieria de Comunicaciones Moviles y Espaciales;74;La titulación se centra en la capacidad para diseñar, explotar y gestionar redes y servicios de telecomunicaciones. La formación incluye fundamentos teóricos de ingeniería, conocimiento profundo de tecnologías específicas y técnicas concretas aplicadas a la especialidad.;Coordinan construcción y explotación de sistemas telefónicos, radioeléctricos y telegráficos. Trabajan en industria eléctrica, electrónica, comunicaciones e informática.
200;Ingenieria en Sistemas Audiovisuales y Multimedia;74;El grado en Ingeniería en Sistemas Audiovisuales y Multimedia se centra en los fundamentos de las Tecnologías de la Información y Comunicaciones, especializándose en generación, transmisión y almacenamiento de contenido audiovisual y multimedia. Los graduados serán profesionales clave en instituciones y empresas que ofrecen servicios avanzados de comunicaciones digitales.;Coordinan construcción y explotación de sistemas telefónicos, radioeléctricos y telegráficos. Trabajan en industria eléctrica, electrónica, comunicaciones e informática.
201;Ingenieria en Sistemas de Telecomunicacion;74;La titulación se enfoca en Tecnologías de la Información y las Comunicaciones (TIC), con alta demanda laboral. Los objetivos incluyen diseñar, desarrollar y gestionar proyectos de redes, servicios y aplicaciones de telecomunicación.;Futuros graduados en Ingeniería de Sistemas y Telecomunicación desarrollarán su profesión en diseño, gestión y optimización de sistemas de comunicación, redes y aplicaciones emergentes.
202;Ingenieria de Sonido e Imagen;74;La titulación se centra en Tecnologías de la Información y las Comunicaciones, con alta demanda laboral. Sus objetivos incluyen diseñar y gestionar proyectos de redes y servicios de telecomunicación, así como evaluar el impacto medioambiental del ruido.;Futuros graduados en Ingeniería de Sonido e Imagen pueden trabajar en televisión, radio, producción de vídeo, servicios de telecomunicación y industria musical.
203;Ingenieria de Tecnologias y Servicios de Telecomunicacion;74;Los grados en Ingeniería de Telecomunicación forman a los estudiantes para el ejercicio profesional en tecnologías de la información y comunicaciones. Los egresados pueden analizar, diseñar e implementar sistemas y redes.;El Grado en Ingeniería de Tecnologías de Te lecomunicación habilita para el ejercicio de la profesión regulada de Ingeniero Técnico de Telecomunicación. Las salidas profesionales son variadas, incluyendo empresas operadoras, proveedores de servicios y aplicaciones, consultoras e instituciones reguladoras.
204;Ingenieria Telematica;74;El ingeniero en telecomunicaciones diseña, desarrolla y gestiona proyectos para redes y servicios de comunicación, incluyendo la elaboración de proyectos de videoconferencia digital y la explotación de redes públicas y privadas.;Trabajan en industria eléctrica, electrónica y comunicaciones. Funciones como técnicos o jefes de circuitos, producción, mantenimiento e informática. Graduados en Ingeniería Telemática con formación sólida en redes y servicios de comunicaciones.
205;Ingenieria y Sistemas de Datos;74;El objetivo de este grado es formar ingenieros que lideren la transformación digital, aprovechando la potencia de los datos. Los estudiantes aprenderán a gestionar y procesar grandes volúmenes de datos para optimizar empresas e instituciones y ofrecer servicios inteligentes. Deberán conocer fundamentos matemáticos, técnicas de modelado y optimización, así como tecnologías de adquisición, almacenamiento y protección de datos.;Ingenieros de datos con conocimientos matemáticos y analíticos. Diseño y gestión de sistemas de datos, tratamiento de grandes volúmenes de datos, toma de decisiones.
206;Ingenieria de Computadores;75;Formar profesionales en sistemas de hardware con conocimiento global y capacidad para liderar proyectos en un entorno en constante evolución. Los titulados pueden trabajar en empresas de informática, departamentos de investigación o como analistas/jefes de proyecto.;La Ingeniería de Computadores es una disciplina que combina conocimientos técnicos y científicos para diseñar e implementar sistemas informáticos en empresas y organizaciones. Se enfoca en la formación continua, investigación y aplicación de tecnologías informáticas.
207;Ingenieria Informatica;75;El Ingeniero Informático conoce sistemas de representación de la información, análisis de datos y máquinas de tratamiento. Forma profesionales que crean programas informáticos ajustados a las necesidades sociales y empresariales.;Técnicos de sistemas y bases de datos que trabajan en empresas de informática, centros de cálculo y administración pública.
208;Ingenieria Informatica Biomedica;75;El grado en Ingeniería Informática Biomédica se enfoca en la aplicación de tecnología, informática y programación en salud y biomedicina.;Trabajo en empresas tecnológicas, laboratorios de investigación, hospitales, consultoras y administraciones autonómica o nacional.
209;Ingenieria de Sistemas de Informacion;75;Este grado prepara a profesionales para diseñar sistemas informáticos que apoyen procesos de negocios actuales, enfocándose en tecnología orientada a sistemas web.;Desarrollo de portales electrónicos, análisis de procesos de negocio, dirección de proyectos de sistemas de información, diseño e implementación de soluciones TIC y gestión de bases de datos.
210;Tecnologias para la Sociedad de la Informacion;75;Formar profesionales que integren tecnologías de la información en procesos empresariales para satisfacer necesidades de información y mejorar la eficiencia y competitividad.;Diseñador y integrador de sistemas de información, consultor y especialista en soluciones de seguridad e innovación. Director de proyectos de implantación de aplicaciones y arquitecto de sistemas de información.
211;Ingenieria del Software;75;Formar profesionales que utilicen un enfoque sistemático para el desarrollo y mantenimiento del software, estableciendo principios sólidos de ingeniería. Requiere conocimientos profundos de programación, implantación y planificación de sistemas informáticos. Se enfoca en la responsabilidad civil y conducta ética del Ingeniero del Software.;Graduados en Ingeniería del Software con habilidades en desarrollo, bases de datos, gestión y liderazgo para proyectos TIC.
212;Ingenieria de la Ciberseguridad;75;Este grado combina conocimientos de tecnología con habilidades para mejorar la seguridad en organizaciones. Se forman profesionales capaces de diseñar y gestionar sistemas informáticos seguros, considerando aspectos legales, éticos y humanos.;La ciberseguridad afecta a todas las facetas de la vida cotidiana, especialmente con el aumento de tecnologías como Cloud Computing e Internet of Things. El profesional de ciberseguridad es altamente demandado en organizaciones públicas y privadas. Las salidas profesionales incluyen administradores de seguridad, desarrolladores de aplicaciones seguras y analistas de seguridad.
213;Matematicas e Informatica;75;Este título combina Matemáticas e Informática, enfatizando la interrelación entre ambas. Forma graduados con conocimientos generales en ambos campos, preparándolos para puestos de responsabilidad o estudios posteriores.;Informática-telecomunicaciones, consultoría, ingeniería-tecnología, finanzas y servicios son los sectores con mayor oferta laboral. Los titulados pueden trabajar en investigación, desarrollo de soluciones, diseño y mantenimiento de hardware/software o en empresas de banca, finanzas y consultorías.
214;Ingenieria en Tecnologias para Animacion y Videojuegos;75;El Grado en Ingeniería en Tecnologías para Animación y Videojuegos capacita a los estudiantes para trabajar en el desarrollo de videojuegos o animación. Requiere conocimientos previos en ciencias, interés por el arte y habilidades analíticas.;Desarrolladores y diseñadores de videojuegos, técnicos y artistas para animación y efectos visuales. Tecnologías como motores gráficos e inteligencia artificial. Puestos como ingeniero de software, técnico de iluminación y diseño digital.
215;Diseno y Desarrollo de Videojuegos;75;Este grado combina fundamentos de programación con diseño y desarrollo técnico-artístico para crear videojuegos. Los estudiantes aprenderán herramientas para concebir, diseñar, programar y comercializar juegos.;Desarrollador de aplicaciones informáticas, diseñador y desarrollador de videojuegos, arquitecto de software interactivo e ingeniero de proyectos de entretenimiento.
216;Ingenieria de Datos e Inteligencia Artificial;75;Los egresados deben diseñar e implementar infraestructuras de grandes masas de datos, integrar datos de diversos recursos y administrar volúmenes de datos para optimizar el rendimiento del ecosistema de datos. También deben convertir datos en conocimiento aplicando técnicas de estadística y aprendizaje máquina para resolver problemas críticos del negocio.;El mercado necesita profesionales con formación en Ciencia e Ingeniería de Datos debido a la ingente cantidad de datos disponibles. Las universidades deben adaptarse y formar a científicos e ingenieros para cubrir la demanda actual.
217;Ciencia de Datos e Inteligencia Artificial;75;El grado forma profesionales versátiles con sólida base en Matemáticas, Estadística y Computación. Los egresados pueden aplicar habilidades en tecnologías de la información para ciencia de datos e inteligencia artificial. Se enfoca en identificar y resolver retos del big data y la inteligencia artificial, así como en diseñar estrategias de gestión de datos y sistemas de información.;Capacitados en Big Data, Inteligencia Artificial y gestión de innovación para trabajar en equipos multidisciplinares en finanzas, salud, biotecnología, transporte, industria, energía, sostenibilidad y más.
218;Inteligencia Artificial;75;Este Grado en Inteligencia Artificial proporciona a sus egresados una sólida base en informática y habilidades prácticas para diseñar, desarrollar y gestionar soluciones basadas en inteligencia artificial. Los estudiantes deben tener habilidades matemáticas y analíticas para comprender cómo utilizar tecnologías digitales como impulsores de la innovación.;Especialistas en tecnología digital, incluyendo ciberseguridad y blockchain, así como ingenieros de aprendizaje automático y realidad virtual.
219;Computacion e Inteligencia Artificial;75;Este Grado en Informática con Inteligencia Artificial proporciona a sus egresados una sólida base en informática y IA para diseñar, desarrollar y gestionar soluciones. Los estudiantes deben tener habilidades matemáticas y analíticas para comprender cómo utilizar tecnologías digitales como impulsores de la innovación.;Especialistas en tecnología digital, incluyendo ciberseguridad y realidad aumentada.
