nombre_grado,universidad,tipo,facultad,direccion,telefonos,webs,emails,campus
Magisterio en Educación Infantil,Universidad Rey Juan Carlos,Pública,Facultad de Ciencias de la Educación y del Deporte y Estudios Interdisciplinares Campus Madrid,"Paseo de los Artilleros, s/n 28032 Vicálvaro (Madrid)",91 350 12 12 / 91 488 70 26 / 91 488 78 00 / 91 488 84 01 / 91 664 74 35,www.eserp.com | www.urjc.es,fuenlabrada.secretariadealumnos@urjc.es | info@eserp.com | mostoles.secretariadealumnos@urjc.es,Vicálvaro
Magisterio en Educación Infantil,Universidad Rey Juan Carlos,Pública,Facultad de Ciencias de la Educación y del Deporte y Estudios Interdisciplinares Campus Madrid,"Camino del Molino, s/n 28943 Fuenlabrada (Madrid)",91 350 12 12 / 91 488 70 26 / 91 488 78 00 / 91 488 84 01 / 91 664 74 35,www.eserp.com | www.urjc.es,fuenlabrada.secretariadealumnos@urjc.es | info@eserp.com | mostoles.secretariadealumnos@urjc.es,Fuenlabrada
Magisterio en Educación Infantil,Universidad Rey Juan Carlos,Pública,Facultad de Ciencias de la Educación y del Deporte y Estudios Interdisciplinares Campus Madrid,"C/ Tulipán, s/n 28933 Móstoles (Madrid)",91 350 12 12 / 91 488 70 26 / 91 488 78 00 / 91 488 84 01 / 91 664 74 35,www.eserp.com | www.urjc.es,fuenlabrada.secretariadealumnos@urjc.es | info@eserp.com | mostoles.secretariadealumnos@urjc.es,Móstoles
Magisterio en Educación Infantil,Universidad Rey Juan Carlos,Pública,Facultad de Ciencias de la Educación y del Deporte y Estudios Interdisciplinares Campus Madrid,"C/ Costa Rica, 9 28016 Madrid",91 350 12 12 / 91 488 70 26 / 91 488 78 00 / 91 488 84 01 / 91 664 74 35,www.eserp.com | www.urjc.es,fuenlabrada.secretariadealumnos@urjc.es | info@eserp.com | mostoles.secretariadealumnos@urjc.es,Madrid
Magisterio en Educación Infantil,Universidad Nacional de Educación a Distancia UNED,Pública,Facultad de Educación,"C/ Juan del Rosal, 14 28040 Madrid",91 398 82 80,www.uned.es,secre.edu@adm.uned.es,Madrid
Magisterio en Educación Infantil,Universidad San PabloCEU,Privada,Facultad de Ciencias Económicas y Empresariales Campus Moncloa,"C/ Julián Romea, 23 28003 Madrid",91 456 63 00,www.uspceu.com,info.usp@ceu.es,Madrid
Magisterio en Educación Infantil,Universidad Europea de Madrid,Privada,Facultad de Ciencias Sociales y de la Comunicación Campus de Villaviciosa de Odón,C/ Tajo s/n. Urbanización El Bosque Edificio E 28670 Villaviciosa de Odón (Madrid),91 740 72 72,www.universidadeuropea.es/madrid,ads@universidadeuropea.es,Villaviciosa de Odón
Magisterio en Educación Infantil,,,,,91 993 00 16,www.ceie.es,,
Magisterio en Educación Infantil,Universidad Internacional Villanueva,Privada,Facultad de Ciencias Sociales y Jurídicas,"C/ de la Costa Brava, 6 28034 Madrid",91 734 04 13,www.villanueva.edu,info@villanueva.edu,Madrid
Magisterio en Educación Infantil,Universidad a Distancia de MadridUDIMA,Privada,Facultad CC,,91 189 69 99 / 91 856 16 99,www.udima.es,informa@udima.es,
Magisterio en Educación Primaria,Universidad Antonio de Nebrija,Privada,Facultad de Lenguas y Educación Campus MadridPrincesa,"C/ Santa Cruz de Marcenado, 27",91 452 11 03,www.nebrija.com,informa@nebrija.com,
Magisterio en Educación Primaria,Universidad Francisco de Vitoria,Privada,Facultad de Educación y Psicología Ctra,,91 351 03 03 / 91 709 14 00,www.ufv.es,info@ufv.es,
Magisterio en Educación Primaria,Universidad Internacional de la Em presa UNIE,Privada,Facultad de CC,"C/ Arapiles, 14. 28015 Madrid",91 903 22 01,www.universidadunie.com,admisiones.grado@universidadunie.com,Madrid
Magisterio en Educación Primaria,Universidad Pontificia Comillas,Privada,Facultad de Ciencias Humanas y Sociales Comillas Cantoblanco,"C/ Universidad de Comillas, 35 28049 Madrid",91 452 28 00,www.comillas.edu,grado@comillas.edu,Madrid
Magisterio en Educación Primaria,Universidad Rey Juan Carlos,Pública,Facultad de Ciencias Jurídicas y Sociales Campus Madrid,"Paseo de los Artilleros, s/n 28032 Vicálvaro (Madrid)",91 488 70 26 / 91 488 78 00 / 91 488 84 01 / 91 664 74 35,www.urjc.es,fuenlabrada.secretariadealumnos@urjc.es | madrid.secretariadealumnos@urjc.es | mostoles.secretariadealumnos@urjc.es,Vicálvaro
Magisterio en Educación Primaria,Universidad Rey Juan Carlos,Pública,Facultad de Ciencias Jurídicas y Sociales Campus Madrid,"Camino del Molino, s/n 28943 Fuenlabrada (Madrid)",91 488 70 26 / 91 488 78 00 / 91 488 84 01 / 91 664 74 35,www.urjc.es,fuenlabrada.secretariadealumnos@urjc.es | madrid.secretariadealumnos@urjc.es | mostoles.secretariadealumnos@urjc.es,Fuenlabrada
Magisterio en Educación Primaria,Universidad Rey Juan Carlos,Pública,Facultad de Ciencias Jurídicas y Sociales Campus Madrid,"C/ Tulipán, s/n 28933 Móstoles (Madrid)",91 488 70 26 / 91 488 78 00 / 91 488 84 01 / 91 664 74 35,www.urjc.es,fuenlabrada.secretariadealumnos@urjc.es | madrid.secretariadealumnos@urjc.es | mostoles.secretariadealumnos@urjc.es,Móstoles
Magisterio en Educación Primaria,Universidad San Pablo CEU,Privada,Facultad de Ciencias Económicas y Empresariales Campus Moncloa,"C/ Julián Romea, 23 28003 Madrid",91 456 63 00,www.uspceu.com,info.usp@ceu.es,Madrid
Magisterio en Educación Primaria,Universidad de Alcalá,Pública,Facultad de Educación Campus Guadalajara,"C/ Madrid, 1 19001 Guadalajara",949 20 96 60,www.uah.es/facultadeducacion,escuela.magisterio@uah.es,Guadalajara
Magisterio en Educación Primaria,Universidad Camilo José Cela,Privada,,,91 993 00 16,www.ceie.es,,
Magisterio en Educación Primaria,Universidad Internacional Villanueva,Privada,Facultad de Ciencias Sociales y Jurídicas,"C/ de la Costa Brava, 6 28034 Madrid",91 734 04 13,www.villanueva.edu,info@villanueva.edu,Madrid
Magisterio en Educación Primaria,Universidad a Distancia de MadridUDIMA,Privada,Facultad CC,,91 189 69 99 / 91 856 16 99,www.udima.es,informa@udima.es,
Magisterio en Educación Primaria,Universidad Europea de Madrid,Privada,Facultad de Ciencias Sociales y de la Comunicación Campus de Villaviciosa de Odón,C/ Tajo s/n. Urbanización El Bosque Edificio E 28670 Villaviciosa de Odón (Madrid),91 740 72 72,www.universidadeuropea.es/madrid,ads@universidadeuropea.es,Villaviciosa de Odón
Educación Social,Universidad Francisco de Vitoria,Privada,Facultad de Educación y Psicología Ctra,,91 351 03 03 / 91 709 14 00,www.ufv.es,info@ufv.es,
Educación Social,Universidad Nacional de Educación a Distancia UNED,Pública,Facultad de Educación,"C/ Juan del Rosal, 14 28040 Madrid",91 398 82 80,www.uned.es,secre.edu@adm.uned.es,Madrid
Pedagogía,Universidad Camilo José Cela,Privada,Facultad de Educación Campus Villafranca,"C/ Castillo de Alarcón, 49 28692 Villanueva de la Cañada (Madrid)",91 815 31 31,www.ucjc.edu,info@ucjc.edu,Villanueva de la Cañada
Pedagogía,Universidad Complutense de Madrid,Pública,Facultad de Educación Campus Ciudad Universitaria Edificio La Almudena,"C/ Rector Royo Villanova, s/n Ciudad Universitaria 28040 Madrid",91 394 61 19,www.ucm.es,secre.alumnos@edu.ucm.es,Madrid
Administración y Dirección de Empresas,,,,,,,,
Administración y Dirección de Empresas,Universidad Internacional Villanueva,Privada,Facultad de Ciencias Sociales y Jurídicas,"C/ de la Costa Brava, 6 28034 Madrid",91 734 04 13,www.villanueva.edu,info@villanueva.edu,Madrid
Administración y Dirección de Empresas,,,,"Avda. de Valdenigrales, s/n 28224 Pozuelo de Alarcón (Madrid)",91 350 12 12 / 91 452 41 00,www.eserp.com | www.esic.edu/university,info.madrid@esic.edu | info@eserp.com,Pozuelo de Alarcón
Administración y Dirección de Empresas,,,,"C/ Costa Rica, 9 28016 Madrid",91 350 12 12 / 91 452 41 00,www.eserp.com | www.esic.edu/university,info.madrid@esic.edu | info@eserp.com,Madrid
Administración y Dirección de Empresas,Universidad de Alcalá,Pública,"Facultad de Ciencias Económicas, Empresariales y Turismo Campus Histórico","Pza. de la Victoria, s/n 28802 Alcalá de Henares (Madrid)",91 885 43 13 / 949 20 96 60,www.uah.es,sealum.economicas@uah.es | secretaria.multidepar@uah.es,Alcalá de Henares
Administración y Dirección de Empresas,Universidad de Alcalá,Pública,"Facultad de Ciencias Económicas, Empresariales y Turismo Campus Histórico","C/ Cifuentes, 28 Edificio Multidepartamental 19003 Guadalajara",91 885 43 13 / 949 20 96 60,www.uah.es,sealum.economicas@uah.es | secretaria.multidepar@uah.es,Guadalajara
Administración y Dirección de Empresas,Universidad Alfonso X El Sabio,Privada,Facultad de Estudios Sociales y Lenguas Aplicadas,"Avda. de la Universidad, 1 28691 Villanueva de la Cañada (Madrid)",91 810 92 00,www.uax.es,info@uax.es,Villanueva de la Cañada
Administración y Dirección de Empresas,Universidad Autónoma de Madrid,Pública,Facultad de Ciencias Económicas y Empresariales Campus de Cantoblanco,"C/ Francisco Tomás y Valiente, 5 28049 Madrid",91 497 62 93,www.uam.es,grado.ade.economicas@uam.es,Madrid
Administración y Dirección de Empresas,Universidad San PabloCEU,Privada,Facultad de Ciencias Económicas y Empresariales Campus de Moncloa,"C/ Julián Romea, 18 28003 Madrid",91 514 04 04 / 91 903 22 01,www.universidadunie.com | www.uspceu.com,info.usp@ceu.es,Madrid
Administración y Dirección de Empresas,Universidad San PabloCEU,Privada,Facultad de Ciencias Económicas y Empresariales Campus de Moncloa,"C/ Arapiles, 14. 28015 Madrid",91 514 04 04 / 91 903 22 01,www.universidadunie.com | www.uspceu.com,info.usp@ceu.es,Madrid
Administración y Dirección de Empresas,Universidad San PabloCEU,Privada,Facultad de Ciencias Económicas y Empresariales Campus de Moncloa,"Avda. de España, 4. 28760 Tres Cantos (Madrid)",91 514 04 04 / 91 903 22 01,www.universidadunie.com | www.uspceu.com,info.usp@ceu.es,Tres Cantos
Administración y Dirección de Empresas,Universidad Complutense de Madrid,Pública,Facultad de Ciencias Económicas y Empresariales Campus de Somosaguas 28223 Pozuelo de Alarcón (Madrid) Tels,,91 394 29 99,www.hwrberlin.de/en | www.ucm.es,informacion@ucm.es,
Administración y Dirección de Empresas,Universidad a Distancia de MadridUDIMA,Privada,Facultad CC,"Crta. de La Coruña, Km. 38,500 Vía de Servicio. A6 15 28400 Collado Villalba (Madrid)",902 02 00 03 / 91 189 69 99 / 91 856 16 99,www.udima.es,informa@udima.es,Collado Villalba
Administración y Dirección de Empresas,Universidad Europea de Madrid,Privada,Facultad de CC,C/ Tajo s/n. Urbanización El Bosque Edificio E 28670 Villaviciosa de Odón (Madrid),91 211 50 10 / 91 740 72 72,www.universidadeuropea.es/madrid,ads@universidadeuropea.es,Villaviciosa de Odón
Administración y Dirección de Empresas,Universidad Europea de Madrid,Privada,Facultad de CC,"Avda. de Fernando Alonso, 8 28108 Alcobendas (Madrid)",91 211 50 10 / 91 740 72 72,www.universidadeuropea.es/madrid,ads@universidadeuropea.es,Alcobendas
Administración y Dirección de Empresas,Universidad Francisco de Vitoria,Privada,"Facultad de Derecho, Empresa y Gobierno Ctra",,91 351 03 03 / 91 709 14 00,www.ufv.es,info@ufv.es,
Administración y Dirección de Empresas,Universidad Rey Juan Carlos,Pública,Facultad de Ciencias de la Economía y de la Empresa Campus de Fuenlabrada,"Camino del Molino, s/n 28943 Fuenlabrada (Madrid)",91 488 70 26 / 91 488 78 00 / 91 488 84 01 / 91 664 74 35,www.urjc.es,fuenlabrada.secretariadealumnos@urjc.es | madrid.secretariaalumnos@urjc.es | mostoles.secretariadealumnos@urjc.es,Fuenlabrada
Administración y Dirección de Empresas,Universidad Rey Juan Carlos,Pública,Facultad de Ciencias de la Economía y de la Empresa Campus de Fuenlabrada,"Paseo Artilleros, s/n 28032 Vicálvaro (Madrid)",91 488 70 26 / 91 488 78 00 / 91 488 84 01 / 91 664 74 35,www.urjc.es,fuenlabrada.secretariadealumnos@urjc.es | madrid.secretariaalumnos@urjc.es | mostoles.secretariadealumnos@urjc.es,Vicálvaro
Administración y Dirección de Empresas,Universidad Rey Juan Carlos,Pública,Facultad de Ciencias de la Economía y de la Empresa Campus de Fuenlabrada,"C/ Tulipán, s/n 28933 Móstoles (Madrid)",91 488 70 26 / 91 488 78 00 / 91 488 84 01 / 91 664 74 35,www.urjc.es,fuenlabrada.secretariadealumnos@urjc.es | madrid.secretariaalumnos@urjc.es | mostoles.secretariadealumnos@urjc.es,Móstoles
Dirección y Gestión de Empresas en el Ámbito Digital,Universidad Rey Juan Carlos,Pública,Facultad de Ciencias de la Economía y de la Empresa Campus Madrid,"Paseo de los Artilleros, s/n 28032 Vicálvaro (Madrid)",91 488 70 26,www.urjc.es,madrid.secretariaalumnos@urjc.es,Vicálvaro
Dirección y Gestión de Empresas en el Ámbito Digital,,,,"Avda. de Valdenigrales, s/n 28224 Pozuelo de Alarcón (Madrid)",91 452 41 00,www.esic.edu/university,info.madrid@esic.edu,Pozuelo de Alarcón
"Creación, Administración y Dirección de Empresas",Universidad Antonio de Nebrija,Privada,Facultad de Economía y Empresa Campus MadridPrincesa,"C/ Santa Cruz de Marcenado, 27 28015 Madrid",91 452 11 03,www.nebrija.com,informa@nebrija.es,Madrid
"Creación, Administración y Dirección de Empresas",Universidad Rey Juan Carlos,Pública,Facultad de Ciencias de la Economía y de la Empresa Campus de Madrid,"Paseo Artilleros, s/n 28032 Vicálvaro (Madrid)",91 488 78 00,www.urjc.es,madrid.secretariaalumnos@urjc.es,Vicálvaro
Emprendimiento y Gestión de Empresas,Universidad Camilo José Cela,Privada,Facultad de Tecnología y Ciencia Campus de Almagro,"C/ Almagro, 5 28010 Madrid",91 298 01 23,www.ucjc.edu,info@ucjc.edu,Madrid
Gastronomía,Universidad Francisco de Vitoria,Privada,"Facultad de Derecho, Empresa y Gobierno Ctra",,91 351 03 03 / 91 709 14 00,www.ufv.es,info@ufv.es,
Gastronomía e Innovación Culinaria,Universidad Pontificia Comillas,Privada,,"C/ Alberto Aguilera, 23 28015 Madrid",91 542 28 00,www.comillas.edu,grado@comillas.edu,Madrid
Gastronomía e Innovación Culinaria,Universidad Pontificia Comillas,Privada,,"C/ Serrano, 95 28006 Madrid",91 542 28 00,www.comillas.edu,grado@comillas.edu,Madrid
Empresa y Tecnología / Bachelor of Management and Tecnology,Universidad Camilo José Cela,Privada,Facultad de Tecnología y Ciencia,"C/ Castillo de Alarcón, 49 Urb. Villafranca del Castillo 28692 Villanueva de la Cañada (Madrid)",91 815 31 31,www.ucjc.edu,info@ucjc.edu,Villanueva de la Cañada
Empresa y Tecnología / Bachelor of Management and Tecnology,Universidad Carlos III de Madrid,Pública,Facultad de Ciencias Sociales y Jurídicas Campus de Colmenarejo,"Avda. Universidad Carlos III, 22 28270 Colmenarejo (Madrid)",91 624 60 00,www.uc3m.es,futuroestudiantes@uc3m.es,Colmenarejo
Empresa y Tecnología / Bachelor of Management and Tecnology,,,,"C/ Pirineos, 55 28040 Madrid",91 444 51 61,www.cunef.edu,info@cunef.edu,Madrid
Gestión Empresarial basada en el Análisis de Datos (Business Analytics),Universidad Europea de Madrid,Privada,Facultad de Ciencias Sociales y de la Comunicación Campus de Villaviciosa de Odón,"C/ Tajo, s/n. Urbanización El Bosque Edificio E 28670 Villaviciosa de Odón (Madrid)",91 740 72 72,www.universidadeuropea.es/madrid,ads@universidadeuropea.es,Villaviciosa de Odón
Gestión Empresarial basada en el Análisis de Datos (Business Analytics),Universidad Francisco de Vitoria,Privada,"Facultad de Derecho, Empresa y Gobierno Ctra",,91 351 03 03 / 91 709 14 00,www.ufv.es,info@ufv.es,
Gestión Empresarial basada en el Análisis de Datos (Business Analytics),Universidad Internacional de la Em presa UNIE,Privada,Facultad de CC,"C/ Arapiles, 14. 28015 Madrid",91 903 22 01,www.universidadunie.com,admisiones.grado@universidadunie.com,Madrid
Gestión Empresarial basada en el Análisis de Datos (Business Analytics),Universidad Internacional de la Em presa UNIE,Privada,Facultad de CC,"Avda. de España, 4. 28760 Tres Cantos (Madrid)",91 903 22 01,www.universidadunie.com,admisiones.grado@universidadunie.com,Tres Cantos
Gestión Empresarial basada en el Análisis de Datos (Business Analytics),Universidad Autónoma de Madrid,Pública,Facultad de Ciencias Económicas y Empresariales Campus de Cantoblanco,"C/ Francisco Tomás y Valiente, 5 28049 Madrid",91 497 62 93,www.uam.es,grado.ade.economicas@uam.es,Madrid
Inteligencia de Negocios Business Intelligence,Universidad Alfonso X El Sabio,Privada,Facultad de Estudios Sociales y Lenguas Aplicadas,"Avda. de la Universidad,1 28691 Villanueva de la Cañada (Madrid)",91 810 92 00,www.uax.es,info@uax.es,Villanueva de la Cañada
Estadística AplicadaÁrea de Estadística Rama de conocimiento Ciencias Sociales y Jurídicas,Universidad Complutense de Madrid,Pública,Facultad de Estudios Estadísticos,"Avda. Puerta de Hierro, s/n Ciudad Universitaria 28040 Madrid",91 394 40 04,www.ucm.es,pweb@estad.ucm.es,Madrid
Estadística y Empresa,Universidad Carlos III de Madrid,Pública,Facultad de Ciencias Sociales y Jurídicas Campus de Getafe,"C/ Madrid, 126 28903 Getafe (Madrid)",91 624 60 00,www.uc3m.es,futurosestudiantes@uc3m.es,Getafe
Ciencia de los Datos Aplicada,Universidad Complutense de Madrid,Pública,Facultad de Estudios Estadísticos,"Avda. Puerta de Hierro, s/n Ciudad Universitaria 28040 Madrid",91 394 40 04,www.ucm.es,pweb@estad.ucm.es,Madrid
Geografía y Ordenación del Territorio,Universidad Autónoma de Madrid,Pública,Facultad de Filosofía y Letras Campus de Cantoblanco,"C/ Francisco Tomás y Valiente, 1 28049 Madrid",91 497 43 54,www.uam.es,informacion.filosofia@uam.es,Madrid
Geografía y Ordenación del Territorio,Universidad Complutense de Madrid,Pública,Facultad de Geografía e Historia Edificio B Campus Ciudad Universitaria,"C/ Profesor Aranguren, s/n Ciudad Universitaria 28040 Madrid",91 394 57 41,www.ucm.es,informacion@ucm.es,Madrid
Gestión Urbana / Bachelor of Urban Management / Estudios Urbanos,,,,,,,,
Gestión Aeronáutica,Universidad Autónoma de Madrid,Pública,Facultad de CC,"C/ Francisco Tomás y Valiente, 5 28049 Madrid",91 497 62 89,www.uam.es,grado.ga.economicas@uam.es,Madrid
Información y Documentación,Universidad Complutense de Madrid,Pública,Facultad de Ciencias de la Documentación,"C/ Santísima Trinidad, 37 28010 Madrid",91 394 66 62,www.ucm.es,infccdoc@ucm.es,Madrid
Lengua de Signos Española y Comunidad SordaÁrea de Lengua de Signos Rama de conocimiento Ciencias Sociales y Jurídicas,Universidad Rey Juan Carlos,Pública,Facultad de Ciencias de la Educación y del Deporte y Estudios Interdisciplinares Campus de Alcorcón,"Avda. de Atenas, s/n 28922 Alcorcón (Madrid)",91 488 83 46 / 91 488 89 17,www.urjc.es,alcorcon.secretariadealumnos@urjc.es | ferraz.secretaria@urjc.es,Alcorcón
Lengua de Signos Española y Comunidad SordaÁrea de Lengua de Signos Rama de conocimiento Ciencias Sociales y Jurídicas,Universidad Rey Juan Carlos,Pública,Facultad de Ciencias de la Educación y del Deporte y Estudios Interdisciplinares Campus de Alcorcón,"C/ Quintana, 21 28008 Madrid",91 488 83 46 / 91 488 89 17,www.urjc.es,alcorcon.secretariadealumnos@urjc.es | ferraz.secretaria@urjc.es,Madrid
Comunicación Audiovisual,Universidad Camilo José Cela,Privada,Facultad de Comunicación y Humanidades Campus Villafranca,"C/ Castillo de Alarcón, 49 Urb. Villafranca del Castillo 28692 Villanueva de la Cañada (Madrid)",91 815 31 31,www.ucjc.edu,ucjc@ucjc.edu,Villanueva de la Cañada
Comunicación Audiovisual,Universidad de Alcalá,Pública,Facultad de Filosofía y Letras Campus Guadalajara,"C/ Madrid, 1 19001 Guadalajara",91 885 50 00,www.uah.es/facultadfilosofiayletras,decanato.fyl@uah.es,Guadalajara
Comunicación Audiovisual,Universidad Antonio de Nebrija,Privada,Facultad de Comunicación y Artes Campus MadridPrincesa,"C/ Santa Cruz de Marcenado, 27 28015 Madrid",91 452 11 03,www.nebrija.com,informa@nebrija.com,Madrid
Comunicación Audiovisual,Universidad Carlos III de Madrid,Pública,"Facultad de Humanidades, Comunicación y Documentación Campus de Getafe","C/ Madrid, 133 28903 Getafe (Madrid)",91 624 60 00,www.uc3m.es,futurosestudiantes@uc3m.es,Getafe
Comunicación Audiovisual,Universidad Complutense de Madrid,Pública,Facultad de Ciencias de la Información Campus Ciudad Universitaria,"Avda. Complutense, s/n Ciudad Universitaria 28040 Madrid",91 394 21 12,www.ucm.es,secre.alumnos@ccinf.ucm.es,Madrid
Comunicación Audiovisual,Universidad Europea de Madrid,Privada,Facultad de Ciencias Sociales y de la Comunicación Campus Villaviciosa de Odón,"C/ Tajo, s/n. Edificio B Urbanización El Bosque 28670 Villaviciosa de Odón (Madrid)",91 740 72 72,www.universidadeuropea.es/madrid,ads@universidadeuropea.es,Villaviciosa de Odón
Comunicación Audiovisual,Universidad Francisco de Vitoria,Privada,Facultad de Ciencias de la Comunicación Ctra,,91 351 03 03,www.ufv.es,info@ufv.es,
Comunicación Audiovisual,Universidad Internacional de la Empresa UNIE,Privada,Facultad de CC,"C/ Arapiles, 14. 28015 Madrid",91 903 22 01,www.universidadunie.com,admisiones.grado@universidadunie.com,Madrid
Comunicación Audiovisual,Universidad Internacional Villanueva,Privada,Facultad de Ciencias Sociales y Jurídicas,"C/ de la Costa Brava, 6 28034 Madrid",91 734 04 13,www.villanueva.edu,info@villanueva.edu,Madrid
Comunicación Audiovisual,Universidad Rey Juan Carlos,Pública,Facultad de Ciencias de la Comunicación Campus de Fuenlabrada,"Camino del Molino, s/n 28943 Fuenlabrada (Madrid)",91 488 78 00 / 91 488 84 01,www.urjc.es,fuenlabrada.secretariadealumnos@urjc.es | madrid.secretariaalumnos@urjc.es,Fuenlabrada
Comunicación Audiovisual,Universidad Rey Juan Carlos,Pública,Facultad de Ciencias de la Comunicación Campus de Fuenlabrada,"Paseo de Artilleros, s/n 28032 Vicálvaro (Madrid)",91 488 78 00 / 91 488 84 01,www.urjc.es,fuenlabrada.secretariadealumnos@urjc.es | madrid.secretariaalumnos@urjc.es,Vicálvaro
Comunicación Audiovisual,Universidad San PabloCEU,Privada,Facultad de Humanidades y Ciencias de la Comunicación Campus de Moncloa,"Paseo de Juan XXIII, 10 28040 Madrid",91 456 63 00 / 91 514 04 04,www.uspceu.com,info.usp@ceu.es,Madrid
Gestión y Comunicación de la Moda,,,,"Avda. Alfonso XIII, 97 28016 Madrid",91 555 25 28,www.udit.es,secretaria.alumnos@udit.es,Madrid
Comunicación y Medios Digitales,Universidad Antonio de Nebrija,Privada,Facultad de Comunicación y Artes Campus MadridPrincesa,"C/ Santa Cruz de Marcenado, 27 28015 Madrid",91 452 11 03,www.nebrija.com,informa@nebrija.com,Madrid
Comunicación y Medios Digitales,Universidad Carlos III de Madrid,Pública,"Facultad de Humanidades, Comunicación y Documentación Campus de Getafe","C/ Madrid, 133 28903 Getafe (Madrid)",91 624 60 00,www.uc3m.es,futurosestudiantes@uc3m.es,Getafe
Comunicación y Medios Digitales,Universidad Complutense de Madrid,Pública,Facultad de Ciencias de la Información Campus Ciudad Universitaria,"Avda. Complutense, s/n 28040 Madrid",91 394 21 20,www.ucm.es,secre.alumnos@ccinf.ucm.es,Madrid
Comunicación y Medios Digitales,Universidad a Distancia de Madrid – UDIMA,Privada,Facultad Ciencias Sociales y Humanidades Ctra,,91 189 69 99 / 91 856 16 99,www.udima.es,informa@udima.es,
Comunicación y Medios Digitales,Universidad Europea de Madrid,Privada,Facultad de Ciencias Sociales y de la Comunicación Campus de Villaviciosa de Odón,"C/ Tajo, s/n. Edificio B Urbanización El Bosque 28670 Villaviciosa de Odón (Madrid)",91 740 72 72,,ads@universidadeuropea.es,Villaviciosa de Odón
Comunicación y Medios Digitales,Universidad Francisco de Vitoria,Privada,Facultad de Ciencias de la Comunicación Ctra,,91 351 03 03,www.ufv.es,info@ufv.es,
Comunicación y Medios Digitales,Universidad Internacional Villanueva,Privada,Facultad de Ciencias Sociales y Jurídicas,"C/ de la Costa Brava, 6 28034 Madrid",91 734 04 13,www.villanueva.edu,info@villanueva.edu,Madrid
Comunicación y Medios Digitales,Universidad Rey Juan Carlos,Pública,Facultad de Ciencias de la Comunicación Campus de Fuenlabrada,"Camino del Molino, s/n 28943 Fuenlabrada (Madrid)",91 488 78 00 / 91 488 84 01,www.urjc.es,fuenlabrada.secretariadealumnos@urjc.es | madrid.secretariaalumnos@urjc.es,Fuenlabrada
Comunicación y Medios Digitales,Universidad Rey Juan Carlos,Pública,Facultad de Ciencias de la Comunicación Campus de Fuenlabrada,"Paseo de Artilleros, s/n 28032 Vicálvaro (Madrid)",91 488 78 00 / 91 488 84 01,www.urjc.es,fuenlabrada.secretariadealumnos@urjc.es | madrid.secretariaalumnos@urjc.es,Vicálvaro
Publicidad,Universidad Europea de Madrid,Privada,Facultad de Ciencias Sociales y de la Co municación Campus de Villaviciosa de Odón,"C/ Tajo, s/n. Edificio B Urbanización El Bosque 28670 Villaviciosa de Odón (Madrid)",91 740 72 72,www.universidadeuropea.es/madrid,ads@universidadeuropea.es,Villaviciosa de Odón
Publicidad,Universidad Francisco de Vitoria,Privada,Facultad de Ciencias de la Comunicación Ctra,,91 351 03 03,www.ufv.es,info@ufv.esGrado,
Publicidad y Relaciones Públicas,Universidad Antonio de Nebrija,Privada,Facultad de Comunicación y Artes Campus MadridPrincesa,"C/ Santa Cruz de Marcenado, 27 28015 Madrid",91 452 11 03,www.nebrija.com,informa@nebrija.com,Madrid
Publicidad y Relaciones Públicas,Universidad Complutense de Madrid,Pública,Facultad de Ciencias de la Información Campus Ciudad Universitaria,"Avda. Complutense, s/n Ciudad Universitaria 28040 Madrid",91 394 21 12,www.ucm.es,secre.alumnos@ccinf.ucm.es,Madrid
Publicidad y Relaciones Públicas,Universidad a Distancia de Madrid – UDIMA,Privada,Facultad Ciencias Sociales y Humanidades Ctra,,902 02 00 03 / 91 189 69 99 / 91 856 16 99,www.udima.es,informa@udima.es,
Publicidad y Relaciones Públicas,,,,"Avda. de Valdenigrales, s/n 28224 Pozuelo de Alarcón (Madrid)",,www.esic.edu/university,info.madrid@esic.edu,Pozuelo de Alarcón
Publicidad y Relaciones Públicas,Universidad Internacional Villanueva,Privada,Facultad de Ciencias Sociales y Jurídicas,"C/ de la Costa Brava, 6 28034 Madrid",91 734 04 13,www.villanueva.edu,info@villanueva.edu,Madrid
Publicidad y Relaciones Públicas,Universidad Rey Juan Carlos,Pública,Facultad de Ciencias de la Comunicación Campus de Fuenlabrada,"Camino del Molino, s/n 28943 Fuenlabrada (Madrid)",91 488 78 00 / 91 488 84 01,www.urjc.es,fuenlabrada.secretariadealumnos@urjc.es | madrid.secretariaalumnos@urjc.es,Fuenlabrada
Publicidad y Relaciones Públicas,Universidad Rey Juan Carlos,Pública,Facultad de Ciencias de la Comunicación Campus de Fuenlabrada,"Paseo de Artilleros, s/n 28032 Vicálvaro (Madrid)",91 488 78 00 / 91 488 84 01,www.urjc.es,fuenlabrada.secretariadealumnos@urjc.es | madrid.secretariaalumnos@urjc.es,Vicálvaro
Publicidad y Relaciones Públicas,Universidad San PabloCEU,Privada,Facultad de Humanidades y Ciencias de la Comunicación Campus de Moncloa,"Paseo de Juan XXIII, 10 28040 Madrid",91 456 63 00 / 91 514 04 04,www.uspceu.com,usp@ceu.es,Madrid
Publicidad Creativa,Universidad Camilo José Cela,Privada,Facultad de Comunicación y Humanidades Campus Villafranca,"C/ Castillo de Alarcón, 49 Urb. Villafranca del Castillo 28692 Villanueva de la Cañada (Madrid)",91 815 31 31,www.ucjc.edu,info@ucjc.edu,Villanueva de la Cañada
